year,kpi,doncode,value
2012,KPI_PStaff_Tot,DIQ001,2197
2012,KPI_PStaff_Tot,DIR001,7000
2012,KPI_PStaff_Tot,DIS001,86
2012,KPI_PStaff_Tot,DIT001,4000
2012,KPI_PStaff_Tot,DJM001,61
2012,KPI_PStaff_Tot,DJO001,193
2012,KPI_PStaff_Tot,DJP001,63942
2012,KPI_PStaff_Tot,DKE001,772
2012,KPI_PStaff_Tot,DKG001,165
2012,KPI_PStaff_Tot,DKH001,542
2012,KPI_PStaff_Tot,DKI001,9
2012,KPI_PStaff_Tot,DKM001,13
2012,KPI_PStaff_Tot,DKN001,1
2012,KPI_PStaff_Tot,DKP001,158
2012,KPI_PStaff_Tot,DKR001,3226
2012,KPI_PStaff_Tot,DKW001,106
2012,KPI_PStaff_Tot,DKZ001,189
2012,KPI_PStaff_Tot,DLA001,300
2012,KPI_PStaff_Tot,DLB001,150
2012,KPI_PStaff_Tot,DLC001,3
2012,KPI_PStaff_Tot,DLI001,18
2012,KPI_PStaff_Tot,DLK001,355
2012,KPI_PStaff_Tot,DLR001,145
2012,KPI_PStaff_Tot,DLS001,83
2012,KPI_PStaff_Tot,DLT001,89
2012,KPI_PStaff_Tot,DLU001,1776
2012,KPI_PStaff_Tot,DLV001,443
2012,KPI_PStaff_Tot,DLY001,800
2012,KPI_PStaff_Tot,DMA001,840
2012,KPI_PStaff_Tot,DMC001,48
2012,KPI_PStaff_Tot,DMD001,43
2012,KPI_PStaff_Tot,DME001,64
2012,KPI_PStaff_Tot,DMG001,77
2012,KPI_PStaff_Tot,DMK001,138
2012,KPI_PStaff_Tot,DML001,185
2012,KPI_PStaff_Tot,DMM001,337
2012,KPI_PStaff_Tot,DMN001,234
2012,KPI_PStaff_Tot,DMR001,45
2012,KPI_PStaff_Tot,DMT001,23
2012,KPI_PStaff_Tot,DMU001,24
2012,KPI_PStaff_Tot,DMV001,28
2012,KPI_PStaff_Tot,DMW001,121
2012,KPI_PStaff_Tot,DMX001,5773
2012,KPI_PStaff_Tot,DMZ001,249
2012,KPI_PStaff_Tot,DNA001,143
2012,KPI_PStaff_Tot,DNE001,164
2012,KPI_PStaff_Tot,DNG001,35
2012,KPI_PStaff_Tot,DNI001,316
2012,KPI_PStaff_Tot,DNL001,501
2012,KPI_PStaff_Tot,DNO001,450
2012,KPI_PStaff_Tot,DNP001,255
2012,KPI_PStaff_Tot,DNZ001,475
2012,KPI_PStaff_Tot,DPA001,57
2012,KPI_PStaff_Tot,DPE001,85
2012,KPI_PStaff_Tot,DPG001,40
2012,KPI_PStaff_Tot,DPH001,1500
2012,KPI_PStaff_Tot,DPK001,2220
2012,KPI_PStaff_Tot,DPL001,902
2012,KPI_PStaff_Tot,DPS001,4200
2012,KPI_PStaff_Tot,DPT001,1870
2012,KPI_PStaff_Tot,DPW001,3
2012,KPI_PStaff_Tot,DPY001,345
2012,KPI_PStaff_Tot,DQA001,266
2012,KPI_PStaff_Tot,DRO001,211
2012,KPI_PStaff_Tot,DRU001,50
2012,KPI_PStaff_Tot,DRW001,102
2012,KPI_PStaff_Tot,DSB001,45
2012,KPI_PStaff_Tot,DSC001,9
2012,KPI_PStaff_Tot,DSD001,488
2012,KPI_PStaff_Tot,DSE001,254
2012,KPI_PStaff_Tot,DSG001,140
2012,KPI_PStaff_Tot,DSI001,73
2012,KPI_PStaff_Tot,DSL001,119
2012,KPI_PStaff_Tot,DSM001,0
2012,KPI_PStaff_Tot,DSN001,126
2012,KPI_PStaff_Tot,DSO001,576
2012,KPI_PStaff_Tot,DSR001,39
2012,KPI_PStaff_Tot,DST001,16
2012,KPI_PStaff_Tot,DSV001,221
2012,KPI_PStaff_Tot,DSY001,1000
2012,KPI_PStaff_Tot,DSZ001,73
2012,KPI_PStaff_Tot,DTD001,78
2012,KPI_PStaff_Tot,DTG001,113
2012,KPI_PStaff_Tot,DTH001,7639
2012,KPI_PStaff_Tot,DTJ001,198
2012,KPI_PStaff_Tot,DTL001,143
2012,KPI_PStaff_Tot,DTM001,187
2012,KPI_PStaff_Tot,DTN001,10
2012,KPI_PStaff_Tot,DTO001,20
2012,KPI_PStaff_Tot,DTR001,3480
2012,KPI_PStaff_Tot,DTT001,24
2012,KPI_PStaff_Tot,DTZ001,300
2012,KPI_PStaff_Tot,DUA001,4000
2012,KPI_PStaff_Tot,DUG001,181
2012,KPI_PStaff_Tot,DUS001,31424
2012,KPI_PStaff_Tot,DUY001,10
2012,KPI_PStaff_Tot,DUZ001,616
2012,KPI_PStaff_Tot,DVC001,2
2012,KPI_PStaff_Tot,DVE001,1300
2012,KPI_PStaff_Tot,DVN001,17705
2012,KPI_PStaff_Tot,DVU001,46
2012,KPI_PStaff_Tot,DWS001,30
2012,KPI_PStaff_Tot,DYE001,280
2012,KPI_PStaff_Tot,DZM001,23
2012,KPI_PStaff_Tot,DZW001,104
2012,KPI_noLocalUnits,DAD001,1
2012,KPI_noLocalUnits,DAE001,11
2012,KPI_noLocalUnits,DAF001,41
2012,KPI_noLocalUnits,DAG001,35
2012,KPI_noLocalUnits,DAL001,39
2012,KPI_noLocalUnits,DAM001,66
2012,KPI_noLocalUnits,DAO001,18
2012,KPI_noLocalUnits,DAR001,63
2012,KPI_noLocalUnits,DAT001,991
2012,KPI_noLocalUnits,DAU001,686
2012,KPI_noLocalUnits,DAZ001,90
2012,KPI_noLocalUnits,DBA001,142
2012,KPI_noLocalUnits,DBB001,2
2012,KPI_noLocalUnits,DBD001,69
2012,KPI_noLocalUnits,DBE001,380
2012,KPI_noLocalUnits,DBF001,45
2012,KPI_noLocalUnits,DBG001,35
2012,KPI_noLocalUnits,DBH001,1
2012,KPI_noLocalUnits,DBI001,2814
2012,KPI_noLocalUnits,DBJ001,64
2012,KPI_noLocalUnits,DBO001,30
2012,KPI_noLocalUnits,DBR001,63
2012,KPI_noLocalUnits,DBS001,2
2012,KPI_noLocalUnits,DBW001,26
2012,KPI_noLocalUnits,DBY001,162
2012,KPI_noLocalUnits,DBZ001,8
2012,KPI_noLocalUnits,DCA001,38
2012,KPI_noLocalUnits,DCD001,11
2012,KPI_noLocalUnits,DCF001,78
2012,KPI_noLocalUnits,DCG001,41
2012,KPI_noLocalUnits,DCH001,83
2012,KPI_noLocalUnits,DCI001,76
2012,KPI_noLocalUnits,DCK001,13
2012,KPI_noLocalUnits,DCL001,156
2012,KPI_noLocalUnits,DCM001,340
2012,KPI_noLocalUnits,DCO001,229
2012,KPI_noLocalUnits,DCR001,120
2012,KPI_noLocalUnits,DRS001,186
2012,KPI_noLocalUnits,DCU001,115
2012,KPI_noLocalUnits,DCV001,20
2012,KPI_noLocalUnits,DCY001,6
2012,KPI_noLocalUnits,DCZ001,73
2012,KPI_noLocalUnits,DDE001,5085
2012,KPI_noLocalUnits,DDK001,220
2012,KPI_noLocalUnits,DDM001,27
2012,KPI_noLocalUnits,DDO001,127
2012,KPI_noLocalUnits,DDZ001,48
2012,KPI_noLocalUnits,DEC001,24
2012,KPI_noLocalUnits,DEE001,16
2012,KPI_noLocalUnits,DEG001,79
2012,KPI_noLocalUnits,DES001,795
2012,KPI_noLocalUnits,DET001,32
2012,KPI_noLocalUnits,DFI001,519
2012,KPI_noLocalUnits,DFJ001,15
2012,KPI_noLocalUnits,DFM001,3
2012,KPI_noLocalUnits,DFR001,900
2012,KPI_noLocalUnits,DGA001,14
2012,KPI_noLocalUnits,DGB001,1207
2012,KPI_noLocalUnits,DGE001,34
2012,KPI_noLocalUnits,DGH001,10
2012,KPI_noLocalUnits,DGM001,7
2012,KPI_noLocalUnits,DGN001,240
2012,KPI_noLocalUnits,DGQ001,9
2012,KPI_noLocalUnits,DGR001,86
2012,KPI_noLocalUnits,DGT001,21
2012,KPI_noLocalUnits,DGW001,11
2012,KPI_noLocalUnits,DGY001,102
2012,KPI_noLocalUnits,DHN001,52
2012,KPI_noLocalUnits,DHR001,130
2012,KPI_noLocalUnits,DHT001,14
2012,KPI_noLocalUnits,DHU001,2839
2012,KPI_noLocalUnits,DIE001,131
2012,KPI_noLocalUnits,DIN001,700
2012,KPI_noLocalUnits,DIQ001,18
2012,KPI_noLocalUnits,DIR001,3700
2012,KPI_noLocalUnits,DIS001,50
2012,KPI_noLocalUnits,DIT001,594
2012,KPI_noLocalUnits,DJM001,13
2012,KPI_noLocalUnits,DJO001,10
2012,KPI_noLocalUnits,DJP001,422
2012,KPI_noLocalUnits,DKE001,64
2012,KPI_noLocalUnits,DKG001,41
2012,KPI_noLocalUnits,DKH001,24
2012,KPI_noLocalUnits,DKI001,2
2012,KPI_noLocalUnits,DKM001,184
2012,KPI_noLocalUnits,DKN001,7
2012,KPI_noLocalUnits,DKP001,200
2012,KPI_noLocalUnits,DKR001,116
2012,KPI_noLocalUnits,DKZ001,19
2012,KPI_noLocalUnits,DLA001,17
2012,KPI_noLocalUnits,DLB001,168
2012,KPI_noLocalUnits,DLC001,12
2012,KPI_noLocalUnits,DLI001,4
2012,KPI_noLocalUnits,DLK001,675
2012,KPI_noLocalUnits,DLR001,92
2012,KPI_noLocalUnits,DLS001,10
2012,KPI_noLocalUnits,DLT001,34
2012,KPI_noLocalUnits,DLU001,40
2012,KPI_noLocalUnits,DLV001,28
2012,KPI_noLocalUnits,DLY001,46
2012,KPI_noLocalUnits,DMA001,95
2012,KPI_noLocalUnits,DMC001,1
2012,KPI_noLocalUnits,DMD001,18
2012,KPI_noLocalUnits,DME001,23
2012,KPI_noLocalUnits,DMG001,7800
2012,KPI_noLocalUnits,DMK001,35
2012,KPI_noLocalUnits,DML001,9
2012,KPI_noLocalUnits,DMM001,330
2012,KPI_noLocalUnits,DMN001,703
2012,KPI_noLocalUnits,DMR001,56
2012,KPI_noLocalUnits,DMT001,3
2012,KPI_noLocalUnits,DMU001,6
2012,KPI_noLocalUnits,DMV001,20
2012,KPI_noLocalUnits,DMW001,32
2012,KPI_noLocalUnits,DMX001,528
2012,KPI_noLocalUnits,DMY001,164
2012,KPI_noLocalUnits,DMZ001,11
2012,KPI_noLocalUnits,DNA001,8
2012,KPI_noLocalUnits,DNE001,73
2012,KPI_noLocalUnits,DNG001,37
2012,KPI_noLocalUnits,DNI001,34
2012,KPI_noLocalUnits,DNL001,247
2012,KPI_noLocalUnits,DNO001,398
2012,KPI_noLocalUnits,DNP001,7249
2012,KPI_noLocalUnits,DNZ001,82
2012,KPI_noLocalUnits,DPA001,23
2012,KPI_noLocalUnits,DPE001,38
2012,KPI_noLocalUnits,DPG001,13
2012,KPI_noLocalUnits,DPH001,100
2012,KPI_noLocalUnits,DPK001,92
2012,KPI_noLocalUnits,DPL001,444
2012,KPI_noLocalUnits,DPS001,42
2012,KPI_noLocalUnits,DPT001,172
2012,KPI_noLocalUnits,DPW001,1
2012,KPI_noLocalUnits,DPY001,25
2012,KPI_noLocalUnits,DQA001,2
2012,KPI_noLocalUnits,DRO001,47
2012,KPI_noLocalUnits,DRU001,83
2012,KPI_noLocalUnits,DRW001,30
2012,KPI_noLocalUnits,DSB001,5
2012,KPI_noLocalUnits,DSC001,3
2012,KPI_noLocalUnits,DSD001,15
2012,KPI_noLocalUnits,DSE001,1050
2012,KPI_noLocalUnits,DSG001,1
2012,KPI_noLocalUnits,DSI001,56
2012,KPI_noLocalUnits,DSK001,39
2012,KPI_noLocalUnits,DSL001,13
2012,KPI_noLocalUnits,DSM001,1
2012,KPI_noLocalUnits,DSN001,59
2012,KPI_noLocalUnits,DSO001,19
2012,KPI_noLocalUnits,DSR001,1
2012,KPI_noLocalUnits,DSS001,12
2012,KPI_noLocalUnits,DST001,2
2012,KPI_noLocalUnits,DSV001,64
2012,KPI_noLocalUnits,DSY001,129
2012,KPI_noLocalUnits,DSZ001,130
2012,KPI_noLocalUnits,DTD001,23
2012,KPI_noLocalUnits,DTG001,267
2012,KPI_noLocalUnits,DTH001,341
2012,KPI_noLocalUnits,DTJ001,69
2012,KPI_noLocalUnits,DTL001,13
2012,KPI_noLocalUnits,DTM001,58
2012,KPI_noLocalUnits,DTN001,264
2012,KPI_noLocalUnits,DTO001,3
2012,KPI_noLocalUnits,DTR001,846
2012,KPI_noLocalUnits,DTT001,3
2012,KPI_noLocalUnits,DTZ001,300
2012,KPI_noLocalUnits,DUA001,662
2012,KPI_noLocalUnits,DUG001,51
2012,KPI_noLocalUnits,DUS001,514
2012,KPI_noLocalUnits,DUY001,15
2012,KPI_noLocalUnits,DUZ001,206
2012,KPI_noLocalUnits,DVC001,22
2012,KPI_noLocalUnits,DVE001,24
2012,KPI_noLocalUnits,DVN001,16268
2012,KPI_noLocalUnits,DVU001,32
2012,KPI_noLocalUnits,DWS001,1
2012,KPI_noLocalUnits,DYE001,37
2012,KPI_noLocalUnits,DZA001,34
2012,KPI_noLocalUnits,DZM001,72
2012,KPI_noLocalUnits,DZW001,231
2012,KPI_IncomeLC_CHF,DAD001,1010565
2012,KPI_IncomeLC_CHF,DAE001,178115286
2012,KPI_IncomeLC_CHF,DAF001,12161920
2012,KPI_IncomeLC_CHF,DAG001,58692
2012,KPI_IncomeLC_CHF,DAL001,1465608
2012,KPI_IncomeLC_CHF,DAM001,1382175
2012,KPI_IncomeLC_CHF,DAO001,1968816
2012,KPI_IncomeLC_CHF,DAR001,22862603
2012,KPI_IncomeLC_CHF,DAT001,711237923
2012,KPI_IncomeLC_CHF,DAU001,971680887
2012,KPI_IncomeLC_CHF,DAZ001,2149183
2012,KPI_IncomeLC_CHF,DBA001,1061075
2012,KPI_IncomeLC_CHF,DBB001,222005
2012,KPI_IncomeLC_CHF,DBD001,2281184
2012,KPI_IncomeLC_CHF,DBE001,370062791
2012,KPI_IncomeLC_CHF,DBF001,4685408
2012,KPI_IncomeLC_CHF,DBG001,20088754
2012,KPI_IncomeLC_CHF,DBH001,3104688
2012,KPI_IncomeLC_CHF,DBI001,5295385
2012,KPI_IncomeLC_CHF,DBJ001,356523
2012,KPI_IncomeLC_CHF,DBN001,0
2012,KPI_IncomeLC_CHF,DBO001,872363
2012,KPI_IncomeLC_CHF,DBR001,106937610
2012,KPI_IncomeLC_CHF,DBS001,448632
2012,KPI_IncomeLC_CHF,DBW001,1579884
2012,KPI_IncomeLC_CHF,DBY001,4231970
2012,KPI_IncomeLC_CHF,DBZ001,667204
2012,KPI_IncomeLC_CHF,DCA001,310233838
2012,KPI_IncomeLC_CHF,DCD001,1842524
2012,KPI_IncomeLC_CHF,DCF001,641102
2012,KPI_IncomeLC_CHF,DCG001,1125000
2012,KPI_IncomeLC_CHF,DCH001,464569000
2012,KPI_IncomeLC_CHF,DCI001,1749331
2012,KPI_IncomeLC_CHF,DCK001,762526
2012,KPI_IncomeLC_CHF,DCL001,3404818
2012,KPI_IncomeLC_CHF,DCM001,829051
2012,KPI_IncomeLC_CHF,DCN001,38530503
2012,KPI_IncomeLC_CHF,DCO001,6409388
2012,KPI_IncomeLC_CHF,DCR001,21990939
2012,KPI_IncomeLC_CHF,DRS001,2953164
2012,KPI_IncomeLC_CHF,DCU001,0
2012,KPI_IncomeLC_CHF,DCV001,1697220
2012,KPI_IncomeLC_CHF,DCY001,614139
2012,KPI_IncomeLC_CHF,DCZ001,13099677
2012,KPI_IncomeLC_CHF,DDE001,7271891987
2012,KPI_IncomeLC_CHF,DDJ001,0
2012,KPI_IncomeLC_CHF,DDK001,174611661
2012,KPI_IncomeLC_CHF,DDM001,180236
2012,KPI_IncomeLC_CHF,DDO001,2966824
2012,KPI_IncomeLC_CHF,DDZ001,0
2012,KPI_IncomeLC_CHF,DEC001,12997943
2012,KPI_IncomeLC_CHF,DEE001,1091681
2012,KPI_IncomeLC_CHF,DEG001,4816649
2012,KPI_IncomeLC_CHF,DES001,643736715
2012,KPI_IncomeLC_CHF,DET001,5353415
2012,KPI_IncomeLC_CHF,DFI001,206643720
2012,KPI_IncomeLC_CHF,DFJ001,1030321
2012,KPI_IncomeLC_CHF,DFM001,213476
2012,KPI_IncomeLC_CHF,DFR001,1368699877
2012,KPI_IncomeLC_CHF,DGA001,1570805
2012,KPI_IncomeLC_CHF,DGB001,295481394
2012,KPI_IncomeLC_CHF,DGD001,33520
2012,KPI_IncomeLC_CHF,DGE001,1308870
2012,KPI_IncomeLC_CHF,DGH001,571587
2012,KPI_IncomeLC_CHF,DGM001,1961598
2012,KPI_IncomeLC_CHF,DGN001,148654
2012,KPI_IncomeLC_CHF,DGQ001,25841
2012,KPI_IncomeLC_CHF,DGR001,0
2012,KPI_IncomeLC_CHF,DGT001,5523574
2012,KPI_IncomeLC_CHF,DGW001,490562
2012,KPI_IncomeLC_CHF,DGY001,130535
2012,KPI_IncomeLC_CHF,DHN001,3843280
2012,KPI_IncomeLC_CHF,DHR001,29685710
2012,KPI_IncomeLC_CHF,DHT001,9186402
2012,KPI_IncomeLC_CHF,DHU001,19217227
2012,KPI_IncomeLC_CHF,DID001,0
2012,KPI_IncomeLC_CHF,DIE001,7367150
2012,KPI_IncomeLC_CHF,DIL001,146096519
2012,KPI_IncomeLC_CHF,DIN001,4002657
2012,KPI_IncomeLC_CHF,DIQ001,24851378
2012,KPI_IncomeLC_CHF,DIR001,0
2012,KPI_IncomeLC_CHF,DIS001,10576866
2012,KPI_IncomeLC_CHF,DIT001,374974137
2012,KPI_IncomeLC_CHF,DJM001,1185712
2012,KPI_IncomeLC_CHF,DJO001,411192
2012,KPI_IncomeLC_CHF,DKE001,51247828
2012,KPI_IncomeLC_CHF,DKG001,1419218
2012,KPI_IncomeLC_CHF,DKH001,13708646
2012,KPI_IncomeLC_CHF,DKI001,243083
2012,KPI_IncomeLC_CHF,DKM001,381295
2012,KPI_IncomeLC_CHF,DKN001,0
2012,KPI_IncomeLC_CHF,DKP001,1815157
2012,KPI_IncomeLC_CHF,DKW001,0
2012,KPI_IncomeLC_CHF,DKZ001,4841139
2012,KPI_IncomeLC_CHF,DLA001,3945271
2012,KPI_IncomeLC_CHF,DLB001,8653743
2012,KPI_IncomeLC_CHF,DLC001,79891
2012,KPI_IncomeLC_CHF,DLI001,1413323
2012,KPI_IncomeLC_CHF,DLK001,1058445
2012,KPI_IncomeLC_CHF,DLR001,69421
2012,KPI_IncomeLC_CHF,DLS001,2440672
2012,KPI_IncomeLC_CHF,DLT001,115490
2012,KPI_IncomeLC_CHF,DLU001,81574087
2012,KPI_IncomeLC_CHF,DLV001,10706139
2012,KPI_IncomeLC_CHF,DLY001,509065
2012,KPI_IncomeLC_CHF,DMA001,1331303
2012,KPI_IncomeLC_CHF,DMC001,6389814
2012,KPI_IncomeLC_CHF,DMD001,370021
2012,KPI_IncomeLC_CHF,DME001,1954337
2012,KPI_IncomeLC_CHF,DMG001,1778852
2012,KPI_IncomeLC_CHF,DMK001,1349041
2012,KPI_IncomeLC_CHF,DML001,7215793
2012,KPI_IncomeLC_CHF,DMM001,622473
2012,KPI_IncomeLC_CHF,DMN001,541609
2012,KPI_IncomeLC_CHF,DMR001,1041436
2012,KPI_IncomeLC_CHF,DMT001,191035
2012,KPI_IncomeLC_CHF,DMU001,291124
2012,KPI_IncomeLC_CHF,DMV001,910937
2012,KPI_IncomeLC_CHF,DMW001,2884788
2012,KPI_IncomeLC_CHF,DMX001,20288717
2012,KPI_IncomeLC_CHF,DMY001,1467435
2012,KPI_IncomeLC_CHF,DMZ001,5805187
2012,KPI_IncomeLC_CHF,DNA001,3934799
2012,KPI_IncomeLC_CHF,DNE001,576611
2012,KPI_IncomeLC_CHF,DNG001,1943235
2012,KPI_IncomeLC_CHF,DNI001,1905065
2012,KPI_IncomeLC_CHF,DNL001,99014493
2012,KPI_IncomeLC_CHF,DNO001,197321569
2012,KPI_IncomeLC_CHF,DNP001,6146442
2012,KPI_IncomeLC_CHF,DNZ001,25361613
2012,KPI_IncomeLC_CHF,DPA001,1681521
2012,KPI_IncomeLC_CHF,DPE001,1835587
2012,KPI_IncomeLC_CHF,DPG001,709050
2012,KPI_IncomeLC_CHF,DPH001,28246101
2012,KPI_IncomeLC_CHF,DPK001,3869323
2012,KPI_IncomeLC_CHF,DPL001,30916237
2012,KPI_IncomeLC_CHF,DPS001,56410072
2012,KPI_IncomeLC_CHF,DPT001,0
2012,KPI_IncomeLC_CHF,DPW001,70823
2012,KPI_IncomeLC_CHF,DPY001,7839883
2012,KPI_IncomeLC_CHF,DQA001,48368781
2012,KPI_IncomeLC_CHF,DRO001,6465816
2012,KPI_IncomeLC_CHF,DRU001,191615000
2012,KPI_IncomeLC_CHF,DRW001,3976092
2012,KPI_IncomeLC_CHF,DSA001,0
2012,KPI_IncomeLC_CHF,DSB001,744859
2012,KPI_IncomeLC_CHF,DSC001,12854
2012,KPI_IncomeLC_CHF,DSD001,10209399
2012,KPI_IncomeLC_CHF,DSE001,76355421
2012,KPI_IncomeLC_CHF,DSG001,5622652
2012,KPI_IncomeLC_CHF,DSI001,8504045
2012,KPI_IncomeLC_CHF,DSK001,6289943
2012,KPI_IncomeLC_CHF,DSL001,2184773
2012,KPI_IncomeLC_CHF,DSM001,0
2012,KPI_IncomeLC_CHF,DSN001,579546
2012,KPI_IncomeLC_CHF,DSO001,721258
2012,KPI_IncomeLC_CHF,DSR001,0
2012,KPI_IncomeLC_CHF,DSS001,0
2012,KPI_IncomeLC_CHF,DST001,0
2012,KPI_IncomeLC_CHF,DSV001,4981511
2012,KPI_IncomeLC_CHF,DSY001,0
2012,KPI_IncomeLC_CHF,DSZ001,1816212
2012,KPI_IncomeLC_CHF,DTD001,2301449
2012,KPI_IncomeLC_CHF,DTG001,1767084
2012,KPI_IncomeLC_CHF,DTH001,583472488
2012,KPI_IncomeLC_CHF,DTJ001,1900147
2012,KPI_IncomeLC_CHF,DTL001,1806096
2012,KPI_IncomeLC_CHF,DTM001,1418438
2012,KPI_IncomeLC_CHF,DTN001,0
2012,KPI_IncomeLC_CHF,DTO001,302985
2012,KPI_IncomeLC_CHF,DTR001,129740949
2012,KPI_IncomeLC_CHF,DTT001,0
2012,KPI_IncomeLC_CHF,DTZ001,4701848
2012,KPI_IncomeLC_CHF,DUA001,19349246
2012,KPI_IncomeLC_CHF,DUG001,10475
2012,KPI_IncomeLC_CHF,DUS001,2897566259
2012,KPI_IncomeLC_CHF,DUY001,3893
2012,KPI_IncomeLC_CHF,DUZ001,2233580
2012,KPI_IncomeLC_CHF,DVC001,30552
2012,KPI_IncomeLC_CHF,DVE001,21997
2012,KPI_IncomeLC_CHF,DVU001,1060353
2012,KPI_IncomeLC_CHF,DWS001,1033164
2012,KPI_IncomeLC_CHF,DYE001,992692
2012,KPI_IncomeLC_CHF,DZA001,0
2012,KPI_IncomeLC_CHF,DZM001,1087000
2012,KPI_IncomeLC_CHF,DZW001,2753078
2012,KPI_expenditureLC_CHF,DAD001,938278
2012,KPI_expenditureLC_CHF,DAE001,170266330
2012,KPI_expenditureLC_CHF,DAF001,9721594
2012,KPI_expenditureLC_CHF,DAG001,54782
2012,KPI_expenditureLC_CHF,DAL001,1583458
2012,KPI_expenditureLC_CHF,DAM001,1377480
2012,KPI_expenditureLC_CHF,DAO001,2145969
2012,KPI_expenditureLC_CHF,DAR001,21667398
2012,KPI_expenditureLC_CHF,DAT001,711237923
2012,KPI_expenditureLC_CHF,DAU001,945778347
2012,KPI_expenditureLC_CHF,DAZ001,2005690
2012,KPI_expenditureLC_CHF,DBA001,1061075
2012,KPI_expenditureLC_CHF,DBB001,237942
2012,KPI_expenditureLC_CHF,DBD001,2183818
2012,KPI_expenditureLC_CHF,DBE001,360891901
2012,KPI_expenditureLC_CHF,DBF001,203316
2012,KPI_expenditureLC_CHF,DBG001,20088754
2012,KPI_expenditureLC_CHF,DBH001,1322539
2012,KPI_expenditureLC_CHF,DBI001,5188663
2012,KPI_expenditureLC_CHF,DBJ001,350065
2012,KPI_expenditureLC_CHF,DBN001,0
2012,KPI_expenditureLC_CHF,DBO001,908142
2012,KPI_expenditureLC_CHF,DBR001,106937610
2012,KPI_expenditureLC_CHF,DBS001,473284
2012,KPI_expenditureLC_CHF,DBW001,1566877
2012,KPI_expenditureLC_CHF,DBY001,3869136
2012,KPI_expenditureLC_CHF,DBZ001,639865
2012,KPI_expenditureLC_CHF,DCA001,318879413
2012,KPI_expenditureLC_CHF,DCD001,1761908
2012,KPI_expenditureLC_CHF,DCF001,555340
2012,KPI_expenditureLC_CHF,DCG001,1125000
2012,KPI_expenditureLC_CHF,DCH001,465807000
2012,KPI_expenditureLC_CHF,DCI001,2366244
2012,KPI_expenditureLC_CHF,DCK001,541093
2012,KPI_expenditureLC_CHF,DCL001,4257969
2012,KPI_expenditureLC_CHF,DCM001,819699
2012,KPI_expenditureLC_CHF,DCN001,68964315
2012,KPI_expenditureLC_CHF,DCO001,9225227
2012,KPI_expenditureLC_CHF,DCR001,19468621
2012,KPI_expenditureLC_CHF,DRS001,2950660
2012,KPI_expenditureLC_CHF,DCU001,250471
2012,KPI_expenditureLC_CHF,DCV001,0
2012,KPI_expenditureLC_CHF,DCY001,576917
2012,KPI_expenditureLC_CHF,DCZ001,13702510
2012,KPI_expenditureLC_CHF,DDE001,7271891987
2012,KPI_expenditureLC_CHF,DDJ001,0
2012,KPI_expenditureLC_CHF,DDK001,174096430
2012,KPI_expenditureLC_CHF,DDM001,200975
2012,KPI_expenditureLC_CHF,DDO001,2694189
2012,KPI_expenditureLC_CHF,DDZ001,0
2012,KPI_expenditureLC_CHF,DEC001,12656098
2012,KPI_expenditureLC_CHF,DEE001,1091681
2012,KPI_expenditureLC_CHF,DEG001,2057998
2012,KPI_expenditureLC_CHF,DES001,608231884
2012,KPI_expenditureLC_CHF,DET001,4304481
2012,KPI_expenditureLC_CHF,DFI001,206892908
2012,KPI_expenditureLC_CHF,DFJ001,1032770
2012,KPI_expenditureLC_CHF,DFM001,213476
2012,KPI_expenditureLC_CHF,DFR001,1392727921
2012,KPI_expenditureLC_CHF,DGA001,847848
2012,KPI_expenditureLC_CHF,DGB001,302421737
2012,KPI_expenditureLC_CHF,DGD001,27620
2012,KPI_expenditureLC_CHF,DGE001,1135114
2012,KPI_expenditureLC_CHF,DGH001,618972
2012,KPI_expenditureLC_CHF,DGM001,1787531
2012,KPI_expenditureLC_CHF,DGN001,95425
2012,KPI_expenditureLC_CHF,DGQ001,25648
2012,KPI_expenditureLC_CHF,DGR001,0
2012,KPI_expenditureLC_CHF,DGT001,5026503
2012,KPI_expenditureLC_CHF,DGW001,455944
2012,KPI_expenditureLC_CHF,DGY001,156677
2012,KPI_expenditureLC_CHF,DHN001,4361448
2012,KPI_expenditureLC_CHF,DHR001,28547785
2012,KPI_expenditureLC_CHF,DHT001,8077983
2012,KPI_expenditureLC_CHF,DHU001,19310552
2012,KPI_expenditureLC_CHF,DID001,0
2012,KPI_expenditureLC_CHF,DIE001,9420290
2012,KPI_expenditureLC_CHF,DIL001,148734351
2012,KPI_expenditureLC_CHF,DIN001,2815112
2012,KPI_expenditureLC_CHF,DIQ001,30601518
2012,KPI_expenditureLC_CHF,DIR001,0
2012,KPI_expenditureLC_CHF,DIS001,10018255
2012,KPI_expenditureLC_CHF,DIT001,370802728
2012,KPI_expenditureLC_CHF,DJM001,215359
2012,KPI_expenditureLC_CHF,DJO001,470867
2012,KPI_expenditureLC_CHF,DKE001,46321061
2012,KPI_expenditureLC_CHF,DKG001,1252581
2012,KPI_expenditureLC_CHF,DKH001,6031804
2012,KPI_expenditureLC_CHF,DKI001,245300
2012,KPI_expenditureLC_CHF,DKM001,289654
2012,KPI_expenditureLC_CHF,DKN001,0
2012,KPI_expenditureLC_CHF,DKP001,1789846
2012,KPI_expenditureLC_CHF,DKW001,0
2012,KPI_expenditureLC_CHF,DKZ001,4733020
2012,KPI_expenditureLC_CHF,DLA001,3945271
2012,KPI_expenditureLC_CHF,DLB001,7014052
2012,KPI_expenditureLC_CHF,DLC001,102504
